"region","arbetsställets sektortillhörighet","år",Förvärvsarbetande 16+ år med bostad i regionen (nattbefolkning) (RAMS)
"1290 Kristianstad","landsting","2013",2899
"1290 Kristianstad","landsting","2014",2878
"1290 Kristianstad","landsting","2015",2984
"1290 Kristianstad","landsting","2016",3077
"1290 Kristianstad","landsting","2017",3123
"1290 Kristianstad","kommunalt ägda företag och organisationer","2008",474
"1290 Kristianstad","kommunalt ägda företag och organisationer","2009",481
"1290 Kristianstad","kommunalt ägda företag och organisationer","2010",488
"1290 Kristianstad","kommunalt ägda företag och organisationer","2011",499
"1290 Kristianstad","kommunalt ägda företag och organisationer","2012",506
"1290 Kristianstad","kommunalt ägda företag och organisationer","2013",496
"1290 Kristianstad","kommunalt ägda företag och organisationer","2014",589
"1290 Kristianstad","kommunalt ägda företag och organisationer","2015",610
"1290 Kristianstad","kommunalt ägda företag och organisationer","2016",625
"1290 Kristianstad","kommunalt ägda företag och organisationer","2017",639
"1291 Simrishamn","primärkommunal förvaltning","2008",1750
"1291 Simrishamn","primärkommunal förvaltning","2009",1672
"1291 Simrishamn","primärkommunal förvaltning","2010",1682
"1291 Simrishamn","primärkommunal förvaltning","2011",1656
"1291 Simrishamn","primärkommunal förvaltning","2012",1673
"1291 Simrishamn","primärkommunal förvaltning","2013",1595
"1291 Simrishamn","primärkommunal förvaltning","2014",1522
"1291 Simrishamn","primärkommunal förvaltning","2015",1530
"1291 Simrishamn","primärkommunal förvaltning","2016",1620
"1291 Simrishamn","primärkommunal förvaltning","2017",1724
"1291 Simrishamn","landsting","2008",286
"1291 Simrishamn","landsting","2009",268
"1291 Simrishamn","landsting","2010",255
"1291 Simrishamn","landsting","2011",239
"1291 Simrishamn","landsting","2012",233
"1291 Simrishamn","landsting","2013",221
"1291 Simrishamn","landsting","2014",202
"1291 Simrishamn","landsting","2015",226
"1291 Simrishamn","landsting","2016",232
"1291 Simrishamn","landsting","2017",230
"1291 Simrishamn","kommunalt ägda företag och organisationer","2008",85
"1291 Simrishamn","kommunalt ägda företag och organisationer","2009",86
"1291 Simrishamn","kommunalt ägda företag och organisationer","2010",95
"1291 Simrishamn","kommunalt ägda företag och organisationer","2011",94
"1291 Simrishamn","kommunalt ägda företag och organisationer","2012",94
"1291 Simrishamn","kommunalt ägda företag och organisationer","2013",93
"1291 Simrishamn","kommunalt ägda företag och organisationer","2014",106
"1291 Simrishamn","kommunalt ägda företag och organisationer","2015",104
"1291 Simrishamn","kommunalt ägda företag och organisationer","2016",93
"1291 Simrishamn","kommunalt ägda företag och organisationer","2017",91
"1292 Ängelholm","primärkommunal förvaltning","2008",3562
"1292 Ängelholm","primärkommunal förvaltning","2009",3416
"1292 Ängelholm","primärkommunal förvaltning","2010",3443
"1292 Ängelholm","primärkommunal förvaltning","2011",3533
"1292 Ängelholm","primärkommunal förvaltning","2012",3498
"1292 Ängelholm","primärkommunal förvaltning","2013",3443
"1292 Ängelholm","primärkommunal förvaltning","2014",3467
"1292 Ängelholm","primärkommunal förvaltning","2015",3535
"1292 Ängelholm","primärkommunal förvaltning","2016",3656
"1292 Ängelholm","primärkommunal förvaltning","2017",3648
"1292 Ängelholm","landsting","2008",1309
"1292 Ängelholm","landsting","2009",1280
"1292 Ängelholm","landsting","2010",1207
"1292 Ängelholm","landsting","2011",1150
"1292 Ängelholm","landsting","2012",1110
"1292 Ängelholm","landsting","2013",1149
"1292 Ängelholm","landsting","2014",1126
"1292 Ängelholm","landsting","2015",1101
"1292 Ängelholm","landsting","2016",1136
"1292 Ängelholm","landsting","2017",1131
"1292 Ängelholm","kommunalt ägda företag och organisationer","2008",158
"1292 Ängelholm","kommunalt ägda företag och organisationer","2009",158
"1292 Ängelholm","kommunalt ägda företag och organisationer","2010",176
"1292 Ängelholm","kommunalt ägda företag och organisationer","2011",157
"1292 Ängelholm","kommunalt ägda företag och organisationer","2012",146
"1292 Ängelholm","kommunalt ägda företag och organisationer","2013",178
"1292 Ängelholm","kommunalt ägda företag och organisationer","2014",221
"1292 Ängelholm","kommunalt ägda företag och organisationer","2015",269
"1292 Ängelholm","kommunalt ägda företag och organisationer","2016",282
"1292 Ängelholm","kommunalt ägda företag och organisationer","2017",275
"1293 Hässleholm","primärkommunal förvaltning","2008",5019
"1293 Hässleholm","primärkommunal förvaltning","2009",4959
"1293 Hässleholm","primärkommunal förvaltning","2010",4699
"1293 Hässleholm","primärkommunal förvaltning","2011",4763
"1293 Hässleholm","primärkommunal förvaltning","2012",4790
"1293 Hässleholm","primärkommunal förvaltning","2013",4918
"1293 Hässleholm","primärkommunal förvaltning","2014",5100
"1293 Hässleholm","primärkommunal förvaltning","2015",5250
"1293 Hässleholm","primärkommunal förvaltning","2016",5735
"1293 Hässleholm","primärkommunal förvaltning","2017",5825
"1293 Hässleholm","landsting","2008",1147
"1293 Hässleholm","landsting","2009",1137
"1293 Hässleholm","landsting","2010",1157
"1293 Hässleholm","landsting","2011",1171
"1293 Hässleholm","landsting","2012",1164
"1293 Hässleholm","landsting","2013",1157
"1293 Hässleholm","landsting","2014",1126
"1293 Hässleholm","landsting","2015",1171
"1293 Hässleholm","landsting","2016",1177
"1293 Hässleholm","landsting","2017",1155
"1293 Hässleholm","kommunalt ägda företag och organisationer","2008",182
"1293 Hässleholm","kommunalt ägda företag och organisationer","2009",191
"1293 Hässleholm","kommunalt ägda företag och organisationer","2010",196
"1293 Hässleholm","kommunalt ägda företag och organisationer","2011",440
"1293 Hässleholm","kommunalt ägda företag och organisationer","2012",419
"1293 Hässleholm","kommunalt ägda företag och organisationer","2013",422
"1293 Hässleholm","kommunalt ägda företag och organisationer","2014",470
"1293 Hässleholm","kommunalt ägda företag och organisationer","2015",488
"1293 Hässleholm","kommunalt ägda företag och organisationer","2016",262
"1293 Hässleholm","kommunalt ägda företag och organisationer","2017",258
"1315 Hylte","primärkommunal förvaltning","2008",964
"1315 Hylte","primärkommunal förvaltning","2009",955
"1315 Hylte","primärkommunal förvaltning","2010",958
"1315 Hylte","primärkommunal förvaltning","2011",982
"1315 Hylte","primärkommunal förvaltning","2012",953
"1315 Hylte","primärkommunal förvaltning","2013",939
"1315 Hylte","primärkommunal förvaltning","2014",972
"1315 Hylte","primärkommunal förvaltning","2015",1002
"1315 Hylte","primärkommunal förvaltning","2016",1078
"1315 Hylte","primärkommunal förvaltning","2017",1154
"1315 Hylte","landsting","2008",118
"1315 Hylte","landsting","2009",118
"1315 Hylte","landsting","2010",118
"1315 Hylte","landsting","2011",121
"1315 Hylte","landsting","2012",128
"1315 Hylte","landsting","2013",120
"1315 Hylte","landsting","2014",119
"1315 Hylte","landsting","2015",119
"1315 Hylte","landsting","2016",124
"1315 Hylte","landsting","2017",107
"1315 Hylte","kommunalt ägda företag och organisationer","2008",16
"1315 Hylte","kommunalt ägda företag och organisationer","2009",16
"1315 Hylte","kommunalt ägda företag och organisationer","2010",17
"1315 Hylte","kommunalt ägda företag och organisationer","2011",14
"1315 Hylte","kommunalt ägda företag och organisationer","2012",27
"1315 Hylte","kommunalt ägda företag och organisationer","2013",33
"1315 Hylte","kommunalt ägda företag och organisationer","2014",36
"1315 Hylte","kommunalt ägda företag och organisationer","2015",39
"1315 Hylte","kommunalt ägda företag och organisationer","2016",37
"1315 Hylte","kommunalt ägda företag och organisationer","2017",39
"1380 Halmstad","primärkommunal förvaltning","2008",8870
"1380 Halmstad","primärkommunal förvaltning","2009",8437
"1380 Halmstad","primärkommunal förvaltning","2010",8718
"1380 Halmstad","primärkommunal förvaltning","2011",8377
"1380 Halmstad","primärkommunal förvaltning","2012",8599
"1380 Halmstad","primärkommunal förvaltning","2013",8671
"1380 Halmstad","primärkommunal förvaltning","2014",8873
"1380 Halmstad","primärkommunal förvaltning","2015",9234
"1380 Halmstad","primärkommunal förvaltning","2016",9779
"1380 Halmstad","primärkommunal förvaltning","2017",10223
"1380 Halmstad","landsting","2008",3249
"1380 Halmstad","landsting","2009",3241
"1380 Halmstad","landsting","2010",3272
"1380 Halmstad","landsting","2011",3436
"1380 Halmstad","landsting","2012",3487
"1380 Halmstad","landsting","2013",3528
"1380 Halmstad","landsting","2014",3620
"1380 Halmstad","landsting","2015",3585
"1380 Halmstad","landsting","2016",3614
"1380 Halmstad","landsting","2017",3701
"1380 Halmstad","kommunalt ägda företag och organisationer","2008",668
"1380 Halmstad","kommunalt ägda företag och organisationer","2009",679
"1380 Halmstad","kommunalt ägda företag och organisationer","2010",714
"1380 Halmstad","kommunalt ägda företag och organisationer","2011",546
"1380 Halmstad","kommunalt ägda företag och organisationer","2012",543
"1380 Halmstad","kommunalt ägda företag och organisationer","2013",462
"1380 Halmstad","kommunalt ägda företag och organisationer","2014",482
"1380 Halmstad","kommunalt ägda företag och organisationer","2015",580
"1380 Halmstad","kommunalt ägda företag och organisationer","2016",602
"1380 Halmstad","kommunalt ägda företag och organisationer","2017",640
"1381 Laholm","primärkommunal förvaltning","2008",2274
"1381 Laholm","primärkommunal förvaltning","2009",2187
"1381 Laholm","primärkommunal förvaltning","2010",2199
"1381 Laholm","primärkommunal förvaltning","2011",2189
"1381 Laholm","primärkommunal förvaltning","2012",2246
"1381 Laholm","primärkommunal förvaltning","2013",2190
"1381 Laholm","primärkommunal förvaltning","2014",2170
"1381 Laholm","primärkommunal förvaltning","2015",2465
"1381 Laholm","primärkommunal förvaltning","2016",2556
"1381 Laholm","primärkommunal förvaltning","2017",2674
"1381 Laholm","landsting","2008",375
"1381 Laholm","landsting","2009",360
"1381 Laholm","landsting","2010",361
"1381 Laholm","landsting","2011",386
"1381 Laholm","landsting","2012",381
"1381 Laholm","landsting","2013",394
"1381 Laholm","landsting","2014",388
"1381 Laholm","landsting","2015",383
"1381 Laholm","landsting","2016",409
"1381 Laholm","landsting","2017",401
"1381 Laholm","kommunalt ägda företag och organisationer","2008",80
"1381 Laholm","kommunalt ägda företag och organisationer","2009",74
"1381 Laholm","kommunalt ägda företag och organisationer","2010",80
"1381 Laholm","kommunalt ägda företag och organisationer","2011",66
"1381 Laholm","kommunalt ägda företag och organisationer","2012",64
"1381 Laholm","kommunalt ägda företag och organisationer","2013",67
"1381 Laholm","kommunalt ägda företag och organisationer","2014",127
"1381 Laholm","kommunalt ägda företag och organisationer","2015",135
"1381 Laholm","kommunalt ägda företag och organisationer","2016",151
"1381 Laholm","kommunalt ägda företag och organisationer","2017",154
"1382 Falkenberg","primärkommunal förvaltning","2008",3762
"1382 Falkenberg","primärkommunal förvaltning","2009",3538
"1382 Falkenberg","primärkommunal förvaltning","2010",3555
"1382 Falkenberg","primärkommunal förvaltning","2011",3567
"1382 Falkenberg","primärkommunal förvaltning","2012",3461
"1382 Falkenberg","primärkommunal förvaltning","2013",3052
"1382 Falkenberg","primärkommunal förvaltning","2014",3056
"1382 Falkenberg","primärkommunal förvaltning","2015",3196
"1382 Falkenberg","primärkommunal förvaltning","2016",3383
"1382 Falkenberg","primärkommunal förvaltning","2017",3455
"1382 Falkenberg","landsting","2008",655
"1382 Falkenberg","landsting","2009",656
"1382 Falkenberg","landsting","2010",661
"1382 Falkenberg","landsting","2011",730
"1382 Falkenberg","landsting","2012",738
"1382 Falkenberg","landsting","2013",763
"1382 Falkenberg","landsting","2014",784
"1382 Falkenberg","landsting","2015",780
"1382 Falkenberg","landsting","2016",794
"1382 Falkenberg","landsting","2017",819
"1382 Falkenberg","kommunalt ägda företag och organisationer","2008",379
"1382 Falkenberg","kommunalt ägda företag och organisationer","2009",288
"1382 Falkenberg","kommunalt ägda företag och organisationer","2010",358
"1382 Falkenberg","kommunalt ägda företag och organisationer","2011",267
"1382 Falkenberg","kommunalt ägda företag och organisationer","2012",263
"1382 Falkenberg","kommunalt ägda företag och organisationer","2013",334
"1382 Falkenberg","kommunalt ägda företag och organisationer","2014",346
"1382 Falkenberg","kommunalt ägda företag och organisationer","2015",371
"1382 Falkenberg","kommunalt ägda företag och organisationer","2016",381
"1382 Falkenberg","kommunalt ägda företag och organisationer","2017",411
"1383 Varberg","primärkommunal förvaltning","2008",5208
"1383 Varberg","primärkommunal förvaltning","2009",4956
"1383 Varberg","primärkommunal förvaltning","2010",4889
"1383 Varberg","primärkommunal förvaltning","2011",4909
"1383 Varberg","primärkommunal förvaltning","2012",4998
"1383 Varberg","primärkommunal förvaltning","2013",4889
"1383 Varberg","primärkommunal förvaltning","2014",4923
"1383 Varberg","primärkommunal förvaltning","2015",5073
"1383 Varberg","primärkommunal förvaltning","2016",5315
"1383 Varberg","primärkommunal förvaltning","2017",5414
"1383 Varberg","landsting","2008",2114
"1383 Varberg","landsting","2009",2118
"1383 Varberg","landsting","2010",2095
"1383 Varberg","landsting","2011",2175
"1383 Varberg","landsting","2012",2216
"1383 Varberg","landsting","2013",2254
"1383 Varberg","landsting","2014",2247
"1383 Varberg","landsting","2015",2268
"1383 Varberg","landsting","2016",2270
"1383 Varberg","landsting","2017",2362
"1383 Varberg","kommunalt ägda företag och organisationer","2008",430
"1383 Varberg","kommunalt ägda företag och organisationer","2009",435
"1383 Varberg","kommunalt ägda företag och organisationer","2010",496
"1383 Varberg","kommunalt ägda företag och organisationer","2011",417
"1383 Varberg","kommunalt ägda företag och organisationer","2012",430
"1383 Varberg","kommunalt ägda företag och organisationer","2013",472
"1383 Varberg","kommunalt ägda företag och organisationer","2014",468
"1383 Varberg","kommunalt ägda företag och organisationer","2015",540
"1383 Varberg","kommunalt ägda företag och organisationer","2016",550
"1383 Varberg","kommunalt ägda företag och organisationer","2017",563
"1384 Kungsbacka","primärkommunal förvaltning","2008",6587
"1384 Kungsbacka","primärkommunal förvaltning","2009",6415
"1384 Kungsbacka","primärkommunal förvaltning","2010",6456
"1384 Kungsbacka","primärkommunal förvaltning","2011",6566
"1384 Kungsbacka","primärkommunal förvaltning","2012",6706
"1384 Kungsbacka","primärkommunal förvaltning","2013",6772
"1384 Kungsbacka","primärkommunal förvaltning","2014",6685
"1384 Kungsbacka","primärkommunal förvaltning","2015",6895
"1384 Kungsbacka","primärkommunal förvaltning","2016",7184
"1384 Kungsbacka","primärkommunal förvaltning","2017",7330
"1384 Kungsbacka","landsting","2008",1785
"1384 Kungsbacka","landsting","2009",1810
"1384 Kungsbacka","landsting","2010",1837
"1384 Kungsbacka","landsting","2011",1881
"1384 Kungsbacka","landsting","2012",1884
"1384 Kungsbacka","landsting","2013",1890
"1384 Kungsbacka","landsting","2014",1879
"1384 Kungsbacka","landsting","2015",1916
"1384 Kungsbacka","landsting","2016",1990
"1384 Kungsbacka","landsting","2017",2046
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2008",719
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2009",740
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2010",762
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2011",707
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2012",695
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2013",693
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2014",673
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2015",714
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2016",652
"1384 Kungsbacka","kommunalt ägda företag och organisationer","2017",675
"1401 Härryda","primärkommunal förvaltning","2008",3133
"1401 Härryda","primärkommunal förvaltning","2009",3039
"1401 Härryda","primärkommunal förvaltning","2010",3053
"1401 Härryda","primärkommunal förvaltning","2011",3057
"1401 Härryda","primärkommunal förvaltning","2012",3092
"1401 Härryda","primärkommunal förvaltning","2013",3110
"1401 Härryda","primärkommunal förvaltning","2014",3108
"1401 Härryda","primärkommunal förvaltning","2015",3180
"1401 Härryda","primärkommunal förvaltning","2016",3257
"1401 Härryda","primärkommunal förvaltning","2017",3283
"1401 Härryda","landsting","2008",972
"1401 Härryda","landsting","2009",967
"1401 Härryda","landsting","2010",977
"1401 Härryda","landsting","2011",984
"1401 Härryda","landsting","2012",993
"1401 Härryda","landsting","2013",1014
"1401 Härryda","landsting","2014",1033
"1401 Härryda","landsting","2015",1062
"1401 Härryda","landsting","2016",1065
"1401 Härryda","landsting","2017",1084
"1401 Härryda","kommunalt ägda företag och organisationer","2008",407
"1401 Härryda","kommunalt ägda företag och organisationer","2009",425
"1401 Härryda","kommunalt ägda företag och organisationer","2010",419
"1401 Härryda","kommunalt ägda företag och organisationer","2011",404
"1401 Härryda","kommunalt ägda företag och organisationer","2012",393
"1401 Härryda","kommunalt ägda företag och organisationer","2013",401
"1401 Härryda","kommunalt ägda företag och organisationer","2014",407
"1401 Härryda","kommunalt ägda företag och organisationer","2015",429
"1401 Härryda","kommunalt ägda företag och organisationer","2016",416
"1401 Härryda","kommunalt ägda företag och organisationer","2017",400
"1402 Partille","primärkommunal förvaltning","2008",2975
"1402 Partille","primärkommunal förvaltning","2009",2973
"1402 Partille","primärkommunal förvaltning","2010",3019
"1402 Partille","primärkommunal förvaltning","2011",2994
"1402 Partille","primärkommunal förvaltning","2012",3051
"1402 Partille","primärkommunal förvaltning","2013",3057
"1402 Partille","primärkommunal förvaltning","2014",3103
"1402 Partille","primärkommunal förvaltning","2015",3230
"1402 Partille","primärkommunal förvaltning","2016",3317
"1402 Partille","primärkommunal förvaltning","2017",3324
"1402 Partille","landsting","2008",1248
"1402 Partille","landsting","2009",1253
"1402 Partille","landsting","2010",1271
"1402 Partille","landsting","2011",1269
"1402 Partille","landsting","2012",1306
"1402 Partille","landsting","2013",1308
"1402 Partille","landsting","2014",1336
"1402 Partille","landsting","2015",1349
"1402 Partille","landsting","2016",1338
"1402 Partille","landsting","2017",1387
"1402 Partille","kommunalt ägda företag och organisationer","2008",533
"1402 Partille","kommunalt ägda företag och organisationer","2009",526
"1402 Partille","kommunalt ägda företag och organisationer","2010",523
"1402 Partille","kommunalt ägda företag och organisationer","2011",529
"1402 Partille","kommunalt ägda företag och organisationer","2012",503
"1402 Partille","kommunalt ägda företag och organisationer","2013",532
"1402 Partille","kommunalt ägda företag och organisationer","2014",476
"1402 Partille","kommunalt ägda företag och organisationer","2015",508
"1402 Partille","kommunalt ägda företag och organisationer","2016",470
"1402 Partille","kommunalt ägda företag och organisationer","2017",473
"1407 Öckerö","primärkommunal förvaltning","2008",1240
"1407 Öckerö","primärkommunal förvaltning","2009",1233
"1407 Öckerö","primärkommunal förvaltning","2010",1229
"1407 Öckerö","primärkommunal förvaltning","2011",1245
"1407 Öckerö","primärkommunal förvaltning","2012",1258
"1407 Öckerö","primärkommunal förvaltning","2013",1277
"1407 Öckerö","primärkommunal förvaltning","2014",1273
"1407 Öckerö","primärkommunal förvaltning","2015",1299
"1407 Öckerö","primärkommunal förvaltning","2016",1365
"1407 Öckerö","primärkommunal förvaltning","2017",1396
"1407 Öckerö","landsting","2008",234
"1407 Öckerö","landsting","2009",238
"1407 Öckerö","landsting","2010",226
"1407 Öckerö","landsting","2011",227
"1407 Öckerö","landsting","2012",235
"1407 Öckerö","landsting","2013",241
"1407 Öckerö","landsting","2014",232
"1407 Öckerö","landsting","2015",249
"1407 Öckerö","landsting","2016",249
"1407 Öckerö","landsting","2017",256
"1407 Öckerö","kommunalt ägda företag och organisationer","2008",156
"1407 Öckerö","kommunalt ägda företag och organisationer","2009",161
"1407 Öckerö","kommunalt ägda företag och organisationer","2010",170
"1407 Öckerö","kommunalt ägda företag och organisationer","2011",167
"1407 Öckerö","kommunalt ägda företag och organisationer","2012",157
"1407 Öckerö","kommunalt ägda företag och organisationer","2013",169
"1407 Öckerö","kommunalt ägda företag och organisationer","2014",155
"1407 Öckerö","kommunalt ägda företag och organisationer","2015",153
"1407 Öckerö","kommunalt ägda företag och organisationer","2016",100
"1407 Öckerö","kommunalt ägda företag och organisationer","2017",94
"1415 Stenungsund","primärkommunal förvaltning","2008",2178
"1415 Stenungsund","primärkommunal förvaltning","2009",2161
"1415 Stenungsund","primärkommunal förvaltning","2010",2196
"1415 Stenungsund","primärkommunal förvaltning","2011",2254
"1415 Stenungsund","primärkommunal förvaltning","2012",2336
"1415 Stenungsund","primärkommunal förvaltning","2013",2374
"1415 Stenungsund","primärkommunal förvaltning","2014",2404
"1415 Stenungsund","primärkommunal förvaltning","2015",2351
"1415 Stenungsund","primärkommunal förvaltning","2016",2599
"1415 Stenungsund","primärkommunal förvaltning","2017",2624
"1415 Stenungsund","landsting","2008",513
"1415 Stenungsund","landsting","2009",506
"1415 Stenungsund","landsting","2010",519
"1415 Stenungsund","landsting","2011",509
"1415 Stenungsund","landsting","2012",498
"1415 Stenungsund","landsting","2013",503
"1415 Stenungsund","landsting","2014",518
"1415 Stenungsund","landsting","2015",536
"1415 Stenungsund","landsting","2016",529
"1415 Stenungsund","landsting","2017",564
"1415 Stenungsund","kommunalt ägda företag och organisationer","2008",218
"1415 Stenungsund","kommunalt ägda företag och organisationer","2009",220
"1415 Stenungsund","kommunalt ägda företag och organisationer","2010",208
"1415 Stenungsund","kommunalt ägda företag och organisationer","2011",201
"1415 Stenungsund","kommunalt ägda företag och organisationer","2012",201
"1415 Stenungsund","kommunalt ägda företag och organisationer","2013",218
"1415 Stenungsund","kommunalt ägda företag och organisationer","2014",199
"1415 Stenungsund","kommunalt ägda företag och organisationer","2015",222
"1415 Stenungsund","kommunalt ägda företag och organisationer","2016",225
"1415 Stenungsund","kommunalt ägda företag och organisationer","2017",243
"1419 Tjörn","primärkommunal förvaltning","2008",1539
"1419 Tjörn","primärkommunal förvaltning","2009",1408
"1419 Tjörn","primärkommunal förvaltning","2010",1438
"1419 Tjörn","primärkommunal förvaltning","2011",1453
"1419 Tjörn","primärkommunal förvaltning","2012",1498
"1419 Tjörn","primärkommunal förvaltning","2013",1502
"1419 Tjörn","primärkommunal förvaltning","2014",1526
"1419 Tjörn","primärkommunal förvaltning","2015",1511
"1419 Tjörn","primärkommunal förvaltning","2016",1727
"1419 Tjörn","primärkommunal förvaltning","2017",1695
"1419 Tjörn","landsting","2008",301
"1419 Tjörn","landsting","2009",311
"1419 Tjörn","landsting","2010",310
"1419 Tjörn","landsting","2011",307
"1419 Tjörn","landsting","2012",303
"1419 Tjörn","landsting","2013",303
"1419 Tjörn","landsting","2014",306
"1419 Tjörn","landsting","2015",295
"1419 Tjörn","landsting","2016",291
"1419 Tjörn","landsting","2017",320
"1419 Tjörn","kommunalt ägda företag och organisationer","2008",99
"1419 Tjörn","kommunalt ägda företag och organisationer","2009",191
"1419 Tjörn","kommunalt ägda företag och organisationer","2010",205
"1419 Tjörn","kommunalt ägda företag och organisationer","2011",200
"1419 Tjörn","kommunalt ägda företag och organisationer","2012",190
"1419 Tjörn","kommunalt ägda företag och organisationer","2013",189
"1419 Tjörn","kommunalt ägda företag och organisationer","2014",161
"1419 Tjörn","kommunalt ägda företag och organisationer","2015",180
"1419 Tjörn","kommunalt ägda företag och organisationer","2016",159
"1419 Tjörn","kommunalt ägda företag och organisationer","2017",186
"1421 Orust","primärkommunal förvaltning","2008",1637
"1421 Orust","primärkommunal förvaltning","2009",1563
"1421 Orust","primärkommunal förvaltning","2010",1622
"1421 Orust","primärkommunal förvaltning","2011",1604
"1421 Orust","primärkommunal förvaltning","2012",1607
"1421 Orust","primärkommunal förvaltning","2013",1588
"1421 Orust","primärkommunal förvaltning","2014",1617
"1421 Orust","primärkommunal förvaltning","2015",1567
"1421 Orust","primärkommunal förvaltning","2016",1635
"1421 Orust","primärkommunal förvaltning","2017",1617
"1421 Orust","landsting","2008",262
"1421 Orust","landsting","2009",259
"1421 Orust","landsting","2010",259
"1421 Orust","landsting","2011",261
"1421 Orust","landsting","2012",259
"1421 Orust","landsting","2013",246
"1421 Orust","landsting","2014",230
"1421 Orust","landsting","2015",219
"1421 Orust","landsting","2016",209
"1421 Orust","landsting","2017",238
"1421 Orust","kommunalt ägda företag och organisationer","2008",103
"1421 Orust","kommunalt ägda företag och organisationer","2009",101
"1421 Orust","kommunalt ägda företag och organisationer","2010",103
"1421 Orust","kommunalt ägda företag och organisationer","2011",89
"1421 Orust","kommunalt ägda företag och organisationer","2012",98
"1421 Orust","kommunalt ägda företag och organisationer","2013",96
"1421 Orust","kommunalt ägda företag och organisationer","2014",76
"1421 Orust","kommunalt ägda företag och organisationer","2015",83
"1421 Orust","kommunalt ägda företag och organisationer","2016",89
"1421 Orust","kommunalt ägda företag och organisationer","2017",88
"1427 Sotenäs","primärkommunal förvaltning","2008",1023
"1427 Sotenäs","primärkommunal förvaltning","2009",995
"1427 Sotenäs","primärkommunal förvaltning","2010",969
"1427 Sotenäs","primärkommunal förvaltning","2011",964
"1427 Sotenäs","primärkommunal förvaltning","2012",957
"1427 Sotenäs","primärkommunal förvaltning","2013",964
"1427 Sotenäs","primärkommunal förvaltning","2014",961
"1427 Sotenäs","primärkommunal förvaltning","2015",988
"1427 Sotenäs","primärkommunal förvaltning","2016",1050
"1427 Sotenäs","primärkommunal förvaltning","2017",1005
"1427 Sotenäs","landsting","2008",144
"1427 Sotenäs","landsting","2009",140
"1427 Sotenäs","landsting","2010",132
"1427 Sotenäs","landsting","2011",135
"1427 Sotenäs","landsting","2012",132
"1427 Sotenäs","landsting","2013",123
"1427 Sotenäs","landsting","2014",115
"1427 Sotenäs","landsting","2015",114
"1427 Sotenäs","landsting","2016",113
"1427 Sotenäs","landsting","2017",117
"1427 Sotenäs","kommunalt ägda företag och organisationer","2008",56
"1427 Sotenäs","kommunalt ägda företag och organisationer","2009",61
"1427 Sotenäs","kommunalt ägda företag och organisationer","2010",69
"1427 Sotenäs","kommunalt ägda företag och organisationer","2011",68
"1427 Sotenäs","kommunalt ägda företag och organisationer","2012",61
"1427 Sotenäs","kommunalt ägda företag och organisationer","2013",82
"1427 Sotenäs","kommunalt ägda företag och organisationer","2014",82
"1427 Sotenäs","kommunalt ägda företag och organisationer","2015",86
"1427 Sotenäs","kommunalt ägda företag och organisationer","2016",72
"1427 Sotenäs","kommunalt ägda företag och organisationer","2017",85
"1430 Munkedal","primärkommunal förvaltning","2008",1120
"1430 Munkedal","primärkommunal förvaltning","2009",1079
"1430 Munkedal","primärkommunal förvaltning","2010",1061
"1430 Munkedal","primärkommunal förvaltning","2011",1078
"1430 Munkedal","primärkommunal förvaltning","2012",1114
"1430 Munkedal","primärkommunal förvaltning","2013",1116
"1430 Munkedal","primärkommunal förvaltning","2014",1143
"1430 Munkedal","primärkommunal förvaltning","2015",1177
"1430 Munkedal","primärkommunal förvaltning","2016",1251
"1430 Munkedal","primärkommunal förvaltning","2017",1260
"1430 Munkedal","landsting","2008",274
"1430 Munkedal","landsting","2009",253
"1430 Munkedal","landsting","2010",241
"1430 Munkedal","landsting","2011",248
"1430 Munkedal","landsting","2012",262
"1430 Munkedal","landsting","2013",251
"1430 Munkedal","landsting","2014",232
"1430 Munkedal","landsting","2015",218
"1430 Munkedal","landsting","2016",217
"1430 Munkedal","landsting","2017",207
"1430 Munkedal","kommunalt ägda företag och organisationer","2008",53
"1430 Munkedal","kommunalt ägda företag och organisationer","2009",57
"1430 Munkedal","kommunalt ägda företag och organisationer","2010",65
"1430 Munkedal","kommunalt ägda företag och organisationer","2011",68
"1430 Munkedal","kommunalt ägda företag och organisationer","2012",73
"1430 Munkedal","kommunalt ägda företag och organisationer","2013",92
"1430 Munkedal","kommunalt ägda företag och organisationer","2014",85
"1430 Munkedal","kommunalt ägda företag och organisationer","2015",85
"1430 Munkedal","kommunalt ägda företag och organisationer","2016",77
"1430 Munkedal","kommunalt ägda företag och organisationer","2017",74
"1435 Tanum","primärkommunal förvaltning","2008",1339
"1435 Tanum","primärkommunal förvaltning","2009",1306
"1435 Tanum","primärkommunal förvaltning","2010",1329
"1435 Tanum","primärkommunal förvaltning","2011",1342
"1435 Tanum","primärkommunal förvaltning","2012",1356
"1435 Tanum","primärkommunal förvaltning","2013",1381
"1435 Tanum","primärkommunal förvaltning","2014",1381
